ELEVATION,LATITUDE,LONGITUDE,MONTH,TSNW_CLASS
2071.7,37.9567,-119.1194,9,Low
2071.7,37.9567,-119.1194,10,High
2071.7,37.9567,-119.1194,11,High
2071.7,37.9567,-119.1194,12,High
2071.7,37.9567,-119.1194,1,High
2071.7,37.9567,-119.1194,2,High
2071.7,37.9567,-119.1194,3,High
2071.7,37.9567,-119.1194,4,High
2071.7,37.9567,-119.1194,5,High
2071.7,37.9567,-119.1194,6,Low
2071.7,37.9567,-119.1194,7,Low
122.8,41.3089,-123.5317,1,High
122.8,41.3089,-123.5317,2,High
122.8,41.3089,-123.5317,3,High
122.8,41.3089,-123.5317,4,Low
122.8,41.3089,-123.5317,5,Low
122.8,41.3089,-123.5317,6,Low
122.8,41.3089,-123.5317,7,Low
122.8,41.3089,-123.5317,8,Low
122.8,41.3089,-123.5317,9,Low
122.8,41.3089,-123.5317,10,Low
122.8,41.3089,-123.5317,11,Low
122.8,41.3089,-123.5317,12,Low
122.8,41.3089,-123.5317,1,High
122.8,41.3089,-123.5317,2,Low
122.8,41.3089,-123.5317,3,High
122.8,41.3089,-123.5317,4,High
122.8,41.3089,-123.5317,5,Low
122.8,41.3089,-123.5317,6,Low
122.8,41.3089,-123.5317,7,Low
122.8,41.3089,-123.5317,8,Low
122.8,41.3088,-123.5316,9,Low
122.8,41.3088,-123.5316,10,Low
122.8,41.3088,-123.5316,11,Low
122.8,41.3088,-123.5316,12,High
122.8,41.3088,-123.5316,1,Low
122.8,41.3088,-123.5316,2,Low
122.8,41.3088,-123.5316,3,Low
122.8,41.3088,-123.5316,4,Low
122.8,41.3088,-123.5316,5,Low
122.8,41.3088,-123.5316,6,Low
122.8,41.3088,-123.5316,7,Low
122.8,41.3088,-123.5316,8,Low
122.8,41.3088,-123.5316,9,Low
122.8,41.3088,-123.5316,10,Low
122.8,41.3088,-123.5316,11,Low
122.8,41.3088,-123.5316,12,Low
122.8,41.3088,-123.5316,1,High
